global_persona_index,age,persona_text,item_id,condition,score
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,32,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,32,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,32,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,35,control,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,35,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,35,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,34,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,34,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,34,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,33,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,33,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,33,explicit,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,20,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,20,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,20,explicit,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,18,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,18,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,18,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,27,control,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,27,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,27,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,9,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,9,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,9,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,11,control,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,11,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,11,explicit,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,7,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,7,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,7,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,29,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,29,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,29,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,16,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,16,predictive,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,16,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,6,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,6,predictive,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,6,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,28,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,28,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,28,explicit,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,17,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,17,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,17,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,1,control,1
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,1,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,1,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,10,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,10,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,10,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,19,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,19,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,19,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,26,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,26,predictive,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,26,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,8,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,8,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,8,explicit,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,21,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,21,predictive,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,21,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,38,control,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,38,predictive,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,38,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,36,control,2
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,36,predictive,4
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,36,explicit,3
0,16,An ambitious high school student with diverse interests developing strong leadership skills by actively participating in different clubs and societies,31,control,3
