global_persona_index,age,persona_text,item_id,condition,score
0,18,A first-year university student who just completed a course in number theory,32,control,2
0,18,A first-year university student who just completed a course in number theory,32,predictive,4
0,18,A first-year university student who just completed a course in number theory,32,explicit,4
0,18,A first-year university student who just completed a course in number theory,35,control,3
0,18,A first-year university student who just completed a course in number theory,35,predictive,3
0,18,A first-year university student who just completed a course in number theory,35,explicit,4
0,18,A first-year university student who just completed a course in number theory,34,control,3
0,18,A first-year university student who just completed a course in number theory,34,predictive,3
0,18,A first-year university student who just completed a course in number theory,34,explicit,3
0,18,A first-year university student who just completed a course in number theory,33,control,3
0,18,A first-year university student who just completed a course in number theory,33,predictive,4
0,18,A first-year university student who just completed a course in number theory,33,explicit,4
0,18,A first-year university student who just completed a course in number theory,20,control,2
0,18,A first-year university student who just completed a course in number theory,20,predictive,3
0,18,A first-year university student who just completed a course in number theory,20,explicit,4
0,18,A first-year university student who just completed a course in number theory,18,control,2
0,18,A first-year university student who just completed a course in number theory,18,predictive,3
0,18,A first-year university student who just completed a course in number theory,18,explicit,3
0,18,A first-year university student who just completed a course in number theory,27,control,3
0,18,A first-year university student who just completed a course in number theory,27,predictive,4
0,18,A first-year university student who just completed a course in number theory,27,explicit,3
0,18,A first-year university student who just completed a course in number theory,9,control,2
0,18,A first-year university student who just completed a course in number theory,9,predictive,3
0,18,A first-year university student who just completed a course in number theory,9,explicit,3
0,18,A first-year university student who just completed a course in number theory,11,control,4
0,18,A first-year university student who just completed a course in number theory,11,predictive,4
0,18,A first-year university student who just completed a course in number theory,11,explicit,4
0,18,A first-year university student who just completed a course in number theory,7,control,3
0,18,A first-year university student who just completed a course in number theory,7,predictive,3
0,18,A first-year university student who just completed a course in number theory,7,explicit,3
0,18,A first-year university student who just completed a course in number theory,29,control,3
0,18,A first-year university student who just completed a course in number theory,29,predictive,3
0,18,A first-year university student who just completed a course in number theory,29,explicit,3
0,18,A first-year university student who just completed a course in number theory,16,control,2
0,18,A first-year university student who just completed a course in number theory,16,predictive,2
0,18,A first-year university student who just completed a course in number theory,16,explicit,3
0,18,A first-year university student who just completed a course in number theory,6,control,2
0,18,A first-year university student who just completed a course in number theory,6,predictive,2
0,18,A first-year university student who just completed a course in number theory,6,explicit,3
0,18,A first-year university student who just completed a course in number theory,28,control,3
0,18,A first-year university student who just completed a course in number theory,28,predictive,4
0,18,A first-year university student who just completed a course in number theory,28,explicit,4
0,18,A first-year university student who just completed a course in number theory,17,control,2
0,18,A first-year university student who just completed a course in number theory,17,predictive,2
0,18,A first-year university student who just completed a course in number theory,17,explicit,3
0,18,A first-year university student who just completed a course in number theory,1,control,1
0,18,A first-year university student who just completed a course in number theory,1,predictive,3
0,18,A first-year university student who just completed a course in number theory,1,explicit,3
0,18,A first-year university student who just completed a course in number theory,10,control,2
0,18,A first-year university student who just completed a course in number theory,10,predictive,3
0,18,A first-year university student who just completed a course in number theory,10,explicit,3
0,18,A first-year university student who just completed a course in number theory,19,control,3
0,18,A first-year university student who just completed a course in number theory,19,predictive,3
0,18,A first-year university student who just completed a course in number theory,19,explicit,3
0,18,A first-year university student who just completed a course in number theory,26,control,2
