global_persona_index,age,persona_text,item_id,condition,score
0,12,An inquisitive middle school student joining the science club for the first time,32,control,2
0,12,An inquisitive middle school student joining the science club for the first time,32,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,32,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,35,control,3
0,12,An inquisitive middle school student joining the science club for the first time,35,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,35,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,34,control,3
0,12,An inquisitive middle school student joining the science club for the first time,34,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,34,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,33,control,3
0,12,An inquisitive middle school student joining the science club for the first time,33,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,33,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,20,control,2
0,12,An inquisitive middle school student joining the science club for the first time,20,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,20,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,18,control,2
0,12,An inquisitive middle school student joining the science club for the first time,18,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,18,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,27,control,3
0,12,An inquisitive middle school student joining the science club for the first time,27,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,27,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,9,control,2
0,12,An inquisitive middle school student joining the science club for the first time,9,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,9,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,11,control,4
0,12,An inquisitive middle school student joining the science club for the first time,11,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,11,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,7,control,3
0,12,An inquisitive middle school student joining the science club for the first time,7,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,7,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,29,control,3
0,12,An inquisitive middle school student joining the science club for the first time,29,predictive,3
0,12,An inquisitive middle school student joining the science club for the first time,29,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,16,control,2
0,12,An inquisitive middle school student joining the science club for the first time,16,predictive,2
0,12,An inquisitive middle school student joining the science club for the first time,16,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,6,control,2
0,12,An inquisitive middle school student joining the science club for the first time,6,predictive,2
0,12,An inquisitive middle school student joining the science club for the first time,6,explicit,3
0,12,An inquisitive middle school student joining the science club for the first time,28,control,3
0,12,An inquisitive middle school student joining the science club for the first time,28,predictive,4
0,12,An inquisitive middle school student joining the science club for the first time,28,explicit,4
0,12,An inquisitive middle school student joining the science club for the first time,17,control,2
0,12,An inquisitive middle school student joining the science club for the first time,17,predictive,2
