global_persona_index,age,persona_text,item_id,condition,score
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,32,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,32,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,32,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,35,control,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,35,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,35,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,34,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,34,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,34,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,33,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,33,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,33,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,20,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,20,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,20,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,18,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,18,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,18,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,27,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,27,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,27,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,9,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,9,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,9,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,11,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,11,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,11,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,7,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,7,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,7,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,29,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,29,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,29,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,16,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,16,predictive,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,16,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,6,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,6,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,6,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,28,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,28,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,28,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,17,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,17,predictive,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,17,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,1,control,1
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,1,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,1,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,10,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,10,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,10,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,19,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,19,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,19,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,26,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,26,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,26,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,8,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,8,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,8,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,21,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,21,predictive,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,21,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,38,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,38,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,38,explicit,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,36,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,36,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,36,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,31,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,31,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,31,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,30,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,30,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,30,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,37,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,37,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,37,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,39,control,1
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,39,predictive,1
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,39,explicit,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,24,control,1
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,24,predictive,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,24,explicit,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,23,control,1
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,23,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,23,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,4,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,4,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,4,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,15,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,15,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,15,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,3,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,3,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,3,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,12,control,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,12,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,12,explicit,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,40,control,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,40,predictive,2
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,40,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,2,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,2,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,2,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,13,control,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,13,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,13,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,5,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,5,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,5,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,14,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,14,predictive,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,14,explicit,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,22,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,22,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,22,explicit,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,25,control,3
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,25,predictive,4
0,16,A high school student who is just beginning to discover the complexity of post-modernist literature,25,explicit,4
1,16,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,32,control,2
1,16,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,32,predictive,4
1,16,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,32,explicit,4
1,16,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,35,control,3
